Label,cg20855160,cg07614747,cg21009747,cg25792518,cg03497652
Cancer,0.0614700269720652,0.0676404125776606,0.9695348592833459,0.9769899413089721,0.9708991568166071
Cancer,0.203554481824238,0.16751872542364402,0.9778124559812221,0.915485087428364,0.9704858579289309
Cancer,0.0298830137210705,0.093354771406468,0.978110067587211,0.972693093985241,0.974715718913428
Cancer,0.264504082929844,0.26839814613415497,0.967604015338179,0.6580703796475761,0.934935972402865
Cancer,0.0524062144524725,0.188823871673841,0.975394361443723,0.797464402831435,0.922048787795558
Cancer,0.208615566065237,0.256212981888115,0.9815111187239459,0.970734145685772,0.969799005231703
Cancer,0.0464303007182002,0.0778505940329609,0.9739375125272081,0.936126887463752,0.9599000630698629
Cancer,0.0391316131121897,0.10072852889522,0.9773697075969592,0.973957214184406,0.9770261914897109
Cancer,0.059249419205135004,0.764378882502369,0.97634387495957,0.9392770208678689,0.9486230860991421
Cancer,0.29679268529789,0.253558727863622,0.971440658659167,0.501113752899025,0.8023045557461619
Cancer,0.232643373009439,0.15026670012353,0.965567119012246,0.8864827313312501,0.9666508158856351
Cancer,0.557785821628594,0.187444939537889,0.9732272054249009,0.6855453368734069,0.941390423093449
Cancer,0.523376975098167,0.605145759392242,0.686790709870304,0.5618843327890191,0.596629987199775
Cancer,0.0992040457246163,0.127357360270128,0.976756527361375,0.935306914928492,0.971840269440397
Cancer,0.15743753419970702,0.15785357163483202,0.976090118878937,0.8024497336138141,0.965264070534038
Cancer,0.0468325439353799,0.0427970913693226,0.9752570679944108,0.9759326341174028,0.971637405842216
Cancer,0.0694557820299754,0.19307866084617603,0.9739959405591551,0.8817784048451429,0.960158106700701
Cancer,0.17665230807216398,0.176411151387779,0.9815998181628591,0.8487866860181379,0.9675913687238571
Cancer,0.0474198404538254,0.0741804662882137,0.961419016678507,0.9557977070212479,0.9324539357556351
Cancer,0.283041127484263,0.21889727614197302,0.981427824805588,0.42130775091705003,0.952587717388612
Cancer,0.0358519177311382,0.114046551295392,0.98023741876892,0.973953598102455,0.9761550343642241
Cancer,0.733251047179684,0.36570051021613004,0.974133100973945,0.678708606322745,0.966115892254035
Cancer,0.0465178978522761,0.164505295640728,0.9809678443810921,0.936926401628678,0.9768148761817801
Cancer,0.0576698871064149,0.18840959631787602,0.852408723894893,0.9631635182250491,0.9681342047462841
Cancer,0.0580623040606063,0.10461151275301499,0.977106169769569,0.8946248460929441,0.9747361551024809
Cancer,0.21903487560179102,0.268343342660178,0.969212368439596,0.851067529948839,0.9709586541187759
Cancer,0.048268678935649005,0.0999712711678143,0.8144616929240759,0.9454328728476271,0.946207620284575
Cancer,0.22121842487191398,0.0972610552306748,0.94642164445769,0.8417424136537808,0.38899691783998896
Cancer,0.163094922640812,0.611205893188395,0.96130705779608,0.8501847033338821,0.880824236361685
Cancer,0.0379837139046126,0.0606689706803042,0.980961834956754,0.9756264440409301,0.9720700885534321
Cancer,0.0732672413196421,0.186257256145292,0.979926678837264,0.53271920158219,0.955492295688992
Cancer,0.177019659160797,0.11953595932795,0.9631749788065551,0.690060823045542,0.9214317400913599
Cancer,0.0308491897948884,0.134759676939569,0.9740050275104358,0.9769006549835392,0.9724883168714559
Cancer,0.0784909610478191,0.112592540009321,0.890453171447241,0.5775598176426989,0.937673037863965
Cancer,0.285866431564604,0.244224071411383,0.347269305467292,0.813327779216168,0.964326270251355
Cancer,0.392491472286848,0.25166167552747304,0.910847294671008,0.702665014069368,0.7906899828407951
Cancer,0.0722933482742733,0.10543312853170801,0.9776713058339069,0.849167613074249,0.9663074328096349
Cancer,0.208349436905929,0.127836381310579,0.977344128787504,0.949385601403181,0.969880943134053
Cancer,0.20583241283459802,0.6761994854346889,0.969618473910539,0.887341679017624,0.9023605523005171
Cancer,0.129420676581686,0.131088475195815,0.980760286501655,0.9201936915232579,0.951686581960345
Cancer,0.325879603737609,0.21439256315381602,0.97574024300312,0.9101586389313691,0.888008246694859
Cancer,0.274688048852967,0.11500740270606098,0.977407693807379,0.8890342719892339,0.9732559770590401
Cancer,0.0869992523164674,0.108012145948887,0.973443901278029,0.9567196319061221,0.967302198039602
Cancer,0.0333289513710376,0.21551096027069602,0.9803619555565609,0.9680780240714221,0.966956270195565
Cancer,0.27753691249865003,0.15617381785756798,0.969034000370663,0.7911879027879621,0.9361403316530369
Cancer,0.0705409108097526,0.19320489591535603,0.971105252778282,0.8694130238611099,0.94498590335122
Cancer,0.26177900703841395,0.34295429949829,0.927638158244578,0.850155517825381,0.81432420328457
Cancer,0.128996687602672,0.18443095155886702,0.97902619909952,0.89768146886235,0.9604606911385909
Cancer,0.21804878561275,0.22858346065386198,0.972562558841895,0.719063655877435,0.9459140234548509
Cancer,0.31989785251293,0.29456381927699,0.9254626552937829,0.756997314044261,0.8003112925060301
Cancer,0.20239750702963896,0.11848433852656201,0.9802900940473109,0.941185015892028,0.9742140945117711
Cancer,0.242737927772712,0.271391850270381,0.981095357549356,0.779308050055082,0.955604879547127
