Label,ENSG00000169715.13,ENSG00000150656.13,ENSG00000112936.17,ENSG00000112312.8,ENSG00000101210.9
Late_Stage,-0.353116,-1.095084,0.028922,0.659008,-0.020374
Late_Stage,-0.011621,1.083316,-1.241725,-0.571354,-0.79192
Late_Stage,-0.450109,1.731354,-1.821968,-1.513284,-0.896157
Late_Stage,-0.400323,0.102495,-0.81944,-1.29719,-1.133229
Late_Stage,-0.289356,0.482472,-0.837447,-1.441901,1.799529
Late_Stage,-0.385468,1.666546,-0.479358,-0.986874,0.911558
Late_Stage,-0.204705,1.382026,-1.723188,0.071304,0.886191
Late_Stage,-0.521816,-0.122621,-1.734309,0.152992,0.346307
Late_Stage,-0.523791,-1.150693,1.369952,1.071948,2.083343
Late_Stage,-0.434062,0.45941,-0.20754,-1.71077,-1.136189
Late_Stage,-0.18649,0.312309,0.2096,0.89311,-0.96605
Late_Stage,-0.153405,1.354015,-1.58307,0.432806,-0.713952
Late_Stage,-0.497696,0.18245,-1.77513,-0.444402,-0.849785
Late_Stage,-0.457531,1.093613,0.121678,-1.233459,1.151692
Late_Stage,-0.343872,-1.150722,0.96848,1.449213,1.970606
Late_Stage,-0.551712,-0.445777,0.760798,2.895959,1.040279
Late_Stage,-0.435954,-0.36317,-1.648265,1.394898,-1.132525
Late_Stage,-0.330289,0.386501,0.449622,0.448433,-0.632898
Late_Stage,-0.442759,0.95022,-0.057348,-1.462589,-0.465313
Late_Stage,-0.399859,-0.447161,0.190409,-0.416281,-1.114568
Late_Stage,-0.195738,-0.45877,-0.27785,-1.000163,-0.251614
Late_Stage,-0.564661,-0.266985,0.931419,1.562995,-0.938379
Late_Stage,-0.390549,0.566207,-0.423819,0.084374,0.319362
Late_Stage,-0.21402,0.484269,0.183457,-1.264236,0.535707
Late_Stage,-0.529543,0.672033,-1.140601,1.494651,-0.861599
Late_Stage,-0.309198,1.545002,-1.810941,-0.218282,-0.826882
