Label,ENSG00000263761.2,ENSG00000160339.14,ENSG00000104938.15,ENSG00000182566.11,ENSG00000165682.13
Cancer,-0.491049547234434,-0.141435280981451,-0.445059417166712,-0.516014809228444,-0.480802133268568
Cancer,-0.491049547234434,-0.686501623300039,-0.451311362308343,-0.441843825703815,-0.100262253187036
Cancer,2.79964149493772,1.03556933711227,0.223874369902579,1.06071266100661,2.39105119142756
Cancer,-0.476053017774267,-0.599970178281028,-0.426165444746006,-0.542772197430892,-0.459616024840996
Cancer,-0.491049547234434,-0.697408382534751,-0.451311362308343,-0.158986409370112,-0.458577724794432
Cancer,0.28520667982396,0.296615765801999,-0.433707684664721,0.681640073180748,0.390379480575857
Cancer,-0.477012875862722,0.770104055792562,-0.412267634687351,-0.446309950813989,-0.451136616678332
Cancer,-0.491049547234434,-0.497682052315496,-0.427885259244442,-0.555123046901675,-0.465981343667571
Cancer,-0.491049547234434,-0.631552409194606,-0.451311362308343,-0.38394831044509,-0.460441801408891
Cancer,-0.461304067347559,-0.68479477349507,-0.423476357126184,-0.503263189371503,-0.431885890418552
Cancer,-0.491049547234434,-0.731381470365264,-0.451311362308343,-0.479600901567443,-0.460677502358715
Cancer,-0.461502760740782,-0.549858324178059,-0.393789141323635,-0.291224286242439,-0.408392673714788
Cancer,-0.491049547234434,-0.487225531189442,-0.433527670441764,-0.562124719921856,-0.458386478994198
Cancer,-0.481858951390374,-0.727074952773094,-0.435886435300177,-0.533748686864224,-0.429404254518041
Cancer,-0.491049547234434,-0.0149972687986094,-0.388627695197909,-0.426696546058963,-0.480802133268568
Cancer,0.191953501883896,-0.0573985473623443,-0.322719125574105,0.14889644698772,-0.27350688415736
Cancer,1.49118678050656,2.42298809626986,2.54865125243747,2.73838303679962,2.62633418685372
Cancer,-0.437829030138795,-0.381488995627621,-0.439196672120722,-0.350262523953083,-0.465529193000794
Cancer,-0.429748863974305,-0.479184384351634,-0.44255516120857,-0.541175353322008,-0.426256424637909
Cancer,0.116658158349132,-0.0907036056936564,-0.193371452144021,0.146110796071544,-0.175614365007453
Cancer,-0.476550658315103,-0.672312952213087,-0.451311362308343,-0.212449711790686,-0.460318821493642
Cancer,2.9072376433391,2.02433563875477,2.00329048723913,1.97483006491279,1.47998659579938
Cancer,-0.491049547234434,-0.680155205319586,-0.442253587319356,-0.584401933644291,-0.458032484284495
Cancer,-0.479986784136976,-0.667589088356467,-0.451311362308343,-0.523741357063117,-0.449674409550058
Cancer,3.04173044184667,2.07339241946312,0.532346208327017,1.68569766710225,1.96885392316408
Cancer,-0.491049547234434,-0.692647494692691,-0.451311362308343,-0.569757585105065,-0.480802133268568
Cancer,-0.491049547234434,0.245531481129058,-0.451311362308343,-0.560732257809539,-0.480802133268568
Cancer,-0.491049547234434,-0.33585032214652,-0.280136527493397,-0.416447772992578,-0.480802133268568
Cancer,-0.491049547234434,-0.621659512132621,-0.420073331763027,-0.574507907166318,-0.470883188837393
Cancer,-0.412673167127867,-0.567452430592486,-0.451311362308343,-0.366832302294044,-0.471328728225513
Cancer,-0.0649806390559735,0.753547943255657,0.928033713944451,0.816956094315451,-0.0103323985806195
Cancer,-0.441669417290273,-0.707260674422228,-0.451311362308343,-0.54956446217133,-0.471942196624579
Cancer,-0.216209130962952,0.107595097277491,-0.17377905123998,0.38229160342328,0.106432661425427
Cancer,-0.491049547234434,-0.560740731327109,-0.438437897707516,-0.375120824922241,-0.472669538599136
Cancer,-0.491049547234434,-0.579142533614385,-0.451311362308343,-0.534440678886379,-0.460358970446406
Cancer,-0.491049547234434,-0.681769495160955,-0.451311362308343,-0.451978750428409,-0.47189120618804
Cancer,-0.480872931846013,-0.693799039811273,-0.445598781166386,-0.515023480848057,-0.480802133268568
Cancer,-0.491049547234434,-0.367738331511279,-0.439773985966782,-0.584401933644291,-0.466256686958768
Cancer,-0.491049547234434,-0.71988971012251,-0.437158216871637,-0.377718141613433,-0.445291461097823
Cancer,-0.491049547234434,-0.716194694337484,-0.451311362308343,-0.460534332198787,-0.460451173719631
Cancer,-0.491049547234434,-0.729910979038775,-0.451311362308343,-0.573356040512479,-0.480802133268568
Cancer,-0.279373770216596,-0.293544358307207,-0.334589161079228,-0.252073173768151,-0.237291768846947
Cancer,-0.240351189817587,-0.571615425145859,-0.392493105672691,-0.391404165679865,-0.365766137941188
Cancer,-0.491049547234434,-0.640505381864314,-0.442828965289347,-0.573736221304908,-0.47010708551642
Cancer,-0.491049547234434,-0.722106025393798,-0.438349559454718,-0.393413467797229,-0.33874576607802
Cancer,-0.491049547234434,-0.362570400210242,-0.451311362308343,-0.547813498897628,-0.462222413796627
Cancer,-0.491049547234434,-0.672907980550519,-0.444577495282805,-0.542834632345991,-0.463859528507764
Cancer,0.793143758634489,1.56452749100352,2.26199695982383,2.00624130687411,1.93955911945946
Cancer,-0.470097753804003,-0.681643327115333,-0.422009541603646,-0.403102688375234,-0.465944614341698
Cancer,-0.411753887939999,-0.725033234242669,-0.451311362308343,-0.556017483076282,-0.480802133268568
Cancer,-0.419724347853257,-0.505712731062183,-0.418831033361582,-0.459258382963921,-0.450026377814196
Cancer,0.0622022285601159,-0.352394864687975,-0.364428020507172,-0.313602752319915,-0.250302815905206
Cancer,-0.491049547234434,-0.746518495412608,-0.441556961203396,-0.584401933644291,-0.468503787115655
Cancer,0.365381994203338,0.755432199657528,-0.0252628670105929,0.68107083147179,0.278737528264803
Cancer,-0.491049547234434,-0.410241536225408,-0.415098575294979,-0.386735172513839,-0.355839467686294
Cancer,-0.477878877341114,-0.746518495412608,-0.451311362308343,-0.538834316515104,-0.471474708297929
Cancer,0.947658664090119,0.532230458860487,0.384615500249717,0.659348810088475,0.210265199138873
Cancer,-0.491049547234434,-0.423340423931395,-0.451311362308343,-0.56752530979915,-0.480802133268568
Cancer,-0.491049547234434,-0.123490768990536,-0.442143642909513,-0.584401933644291,-0.480802133268568
Cancer,-0.491049547234434,-0.648135518387562,-0.451311362308343,-0.526877576091332,-0.461097356549294
Cancer,-0.348193676015464,-0.576264359508136,-0.44366274933736,-0.565265480772216,-0.452021413473319
Cancer,-0.317732766241313,-0.556200334541198,-0.395839056068989,-0.462719251439127,-0.433950965102529
Cancer,-0.491049547234434,-0.632235589878326,-0.419370964773207,-0.477273066323577,-0.440561483842515
Cancer,-0.491049547234434,-0.746518495412608,-0.451311362308343,-0.466428406191645,-0.480802133268568
Cancer,-0.491049547234434,-0.68939412216256,-0.443557199588708,-0.51831297123429,-0.461300001105833
Cancer,-0.491049547234434,0.124988657104116,-0.383907495307195,-0.555918410795872,-0.466389039184757
Cancer,-0.491049547234434,-0.702293840661157,-0.42761323527959,-0.526141800903689,-0.450937391748685
Cancer,-0.491049547234434,-0.689578140185433,-0.426710605248162,-0.55366942158446,-0.465235738352357
Cancer,0.291824382411323,0.428150085504521,-0.126383464725946,0.600498906602817,0.402359573452726
Cancer,-0.465627200196363,0.170651572480446,-0.261705652230686,-0.139316686020475,-0.341225628838662
Cancer,-0.491049547234434,-0.573800501429432,-0.451311362308343,-0.360222437130986,-0.452636313049566
Cancer,1.32524294705053,1.08303386606582,0.62741218675107,1.11044258562323,1.16291119124031
Cancer,-0.157294296097759,0.532819977676277,0.258944878778057,0.271555923742404,-0.059030418573813
Cancer,-0.491049547234434,-0.689796317242491,-0.451311362308343,-0.521792612574366,-0.467872270685772
Cancer,-0.377077260053889,-0.617997884048751,-0.424901451181719,-0.444952854356783,-0.472425351908506
Cancer,-0.481213030772808,-0.593637534104683,-0.434804013560283,-0.556924151891869,-0.473839861574285
Cancer,-0.41120487928501,-0.303957905164447,-0.216107982801316,-0.138904288569624,-0.24924526462577
Cancer,-0.474803951474341,-0.679647778376275,-0.43310344656529,-0.507061363838082,-0.379723915037026
Cancer,1.49483410757101,1.07365115070797,0.368865924599654,0.990532425207551,0.982025593960003
Cancer,-0.491049547234434,0.149803542583724,-0.442164692780331,-0.465552137305621,-0.480802133268568
Cancer,-0.491049547234434,-0.746518495412608,-0.451311362308343,-0.516541660597373,-0.469084047138019
Cancer,-0.478399242066278,-0.576243974278057,-0.451311362308343,-0.566616218678419,-0.471844065998075
Cancer,-0.491049547234434,1.26745959354016,-0.442885639730122,-0.522679176257253,-0.470178517722599
Cancer,-0.491049547234434,-0.746518495412608,-0.441714067559538,-0.470677734991386,-0.456681098398078
Cancer,-0.491049547234434,-0.729513797623538,-0.433366347436024,-0.518632715513364,-0.413768580494062
Cancer,-0.491049547234434,-0.624645121910906,0.586857808252876,0.673040889917769,-0.461525443174982
Cancer,-0.491049547234434,-0.255674661294755,-0.451311362308343,-0.427936766292947,-0.297613987214589
Cancer,1.12924208323089,0.938100389727776,-0.0429405307223649,0.871585131086816,0.471538625469585
Cancer,-0.491049547234434,-0.684540784547332,-0.409562080995218,-0.446456500275232,-0.438616602711136
Cancer,-0.432042765354501,-0.645920690687117,-0.440091291630486,-0.49021968174465,-0.452619848179347
Cancer,-0.491049547234434,-0.746518495412608,-0.444357072428341,-0.57565220411658,-0.472033348679167
Cancer,-0.491049547234434,-0.48846076594178,-0.451311362308343,-0.508753949557802,-0.44603048046495
Cancer,-0.427989362844888,-0.746518495412608,-0.433336419237028,-0.561886970671923,-0.480802133268568
